,Unnamed: 0,sentence,tag,label
1087,56,"The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on North Korea, allowing the U.S. and other nations to immediately begin stopping ships carrying North Korean goods.",0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
1039,8,The company has also announced that it will be investing in new technology to improve customer service and increase efficiency.,0 0 0 0 0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0,enable
794,241,"The government passed a law to increase access to healthcare, in an effort to improve public health.",0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,intend
1444,413,The United Nations has adopted a resolution calling for an end to the use of chemical weapons in Syria.,0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0,enable
1867,288,"Secretary of State James Baker, speaking on ABC News' ""This Week,"" said the Kuwaiti request gives the U.S. and other countries ""a legal basis for stopping the export of oil and that sort of thing."" ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0,prevent
2077,10,"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
1440,409,The United States has been advocating for the adoption of free trade agreements to reduce tariffs and other barriers to trade.,0 0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0,enable
1609,30,"And in 2004, Hurricane Jeanne killed more than 3,000 people as it passed north of Haiti, with most of the deaths in the northwestern city of Gonaives.",0 0 0 0 0 0 effect 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
863,310,"The government is introducing a new law to reduce air pollution, in an effort to improve public health.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
890,337,The president has declared a state of emergency in response to the recent outbreak of violence in the region.,0 0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,intend
866,313,"The government is introducing a new law to increase access to childcare, in an effort to promote gender equality.",0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 effect 0 0 0 0,intend
456,456,The United Nations has imposed a travel ban on Sudan in an effort to prevent the country from committing war crimes.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
89,89,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 0 effect effect 0,prevent
674,121,"The government has implemented a new policy to provide tax credits to businesses that hire veterans, in an effort to reduce veteran unemployment.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
1696,117,"President Joe Biden has pledged to work with opposition Republicans on key issues, and as Democrats control the Senate by a single vote, Schumer would need backing from several Republicans to forestall a potential filibuster that could block passage of the legislation.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect 0,prevent
1711,132,"According to the filing, Hewlett-Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement. ",0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0,cause
1399,368,The government has announced a new plan to invest in infrastructure projects to create jobs and stimulate economic growth.,0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
636,83,The government passed a law to increase access to childcare in an effort to reduce child poverty.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
509,509,"The government has implemented a series of measures to prevent the spread of disease, including increased access to vaccinations and increased access to healthcare.",0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,prevent
968,415,"The government is introducing a new law to protect the rights of women, in an effort to promote gender equality.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
423,423,"To prevent the spread of misinformation, the government has implemented a series of laws to regulate the media.",0 0 0 effect 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0,prevent
504,504,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
1599,20,The Supreme Court statement was issued as Prime Minister Pedro Sanchez's government was gearing up to grant a pardon to the separatists as a way of advancing talks over the Catalan separatist crisis.,0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
220,220,The government has implemented a series of measures to prevent the spread of fake news.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect effect 0,prevent
1170,139,The United Nations has adopted a new resolution that calls for all member states to take steps to combat climate change and to promote sustainable development.,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,enable
47,47,The government has implemented a series of laws to protect the public from the spread of human trafficking.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect effect effect effect 0,prevent
192,192,The government has implemented a series of measures to prevent the spread of corruption.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
603,50,The government passed a law to protect the rights of LGBTQ+ individuals and promote equality.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
1232,201,The Canadian government has announced a new program to help seniors access transportation and recreational activities.,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0,enable
1461,430,The United Nations has adopted a new resolution that calls for an end to the use of chemical weapons in armed conflicts.,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable
650,97,The government implemented a new program to provide free education to all children in the country.,0 0 intention 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,intend
1165,134,"The merger would also create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to compete more effectively in the global market, while also providing a more diversified portfolio of services.",0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,enable
1595,16,The action came in response to a petition filed by Timex Inc. for changes in the U.S. Generalized System of Preferences for imports from developing nations.,0 effect 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
1362,331,The United Nations has created a new fund to help countries affected by natural disasters access relief and recovery resources.,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable
979,426,"The government passed a law to increase access to healthcare, in an effort to improve public health.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
1397,366,The Prime Minister has announced a new program to provide free tuition for post-secondary students from low-income families.,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
1489,3,",The government of China has passed a law to increase the number of educational opportunities, in an effort to reduce inequality.",0 0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
1420,389,"The World Trade Organization has sought to promote free and fair trade among its member countries, and has sought to reduce barriers to international trade and investment.",0 0 0 0 0 0 0 effect 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
1583,4,"Tokyo claims the islands, which it calls the Northern Territories, and the dispute has prevented the two countries from signing a formal peace treaty since World War II.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,prevent
1313,282,The United Nations has passed a resolution calling for an end to the use of incendiary weapons in any form.,0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable
638,85,The government passed a law to increase access to mental health services in an effort to reduce stigma and improve public health.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
743,190,"The government is introducing a new law to protect the rights of people with disabilities, in an effort to ensure equal access to services and opportunities.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
58,58,"The government has implemented a series of measures to prevent the spread of human trafficking, including increased monitoring of vulnerable populations and increased penalties for those who engage in human trafficking.",0 0 0 0 0 0 0 0 0 0 0 0 0 effect effect 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
763,210,"The government is introducing a new law to protect the rights of consumers, in an effort to ensure fair prices and quality products.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
152,152,The European Union has imposed travel restrictions on citizens of certain countries in an effort to prevent the spread of terrorism.,0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
1587,8,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",0 0 0 0 cause 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
1632,53,"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. """,0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 cause 0 0 0 0 0 0,cause
999,446,"The government has passed a law to increase access to mental health services, in an effort to reduce the stigma associated with mental illness and promote public health.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,intend
1978,399,"The tipping point came after what Google calls "" sophisticated "" cyber attacks originating from within China, targeting G-mail accounts of Chinese human rights activists.",0 0 0 effect 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
79,79,"The Supreme Court has ruled that certain types of speech are not protected by the First Amendment, in order to prevent the spread of hate speech.",0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,prevent
304,304,The United Nations has imposed a travel ban on Iran in an effort to prevent the country from developing nuclear weapons.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect effect effect 0,prevent
1281,250,The government has also promised to invest in education and training to ensure that Canadians have the skills they need to succeed in the 21st century.,0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable
602,49,The government passed a law to protect the rights of religious minorities and promote religious tolerance.,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
1212,181,The Canadian government has announced a new program to help small businesses access capital and credit.,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0,enable
1239,208,The United States has also imposed tariffs on imports of steel and aluminum from China in an effort to protect domestic industries.,0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,enable
461,461,"The government has implemented a series of measures to prevent the spread of hate speech, including increased monitoring of social media platforms and increased penalties for offenders.",0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
807,254,"The government is introducing a new law to protect the rights of workers, in an effort to ensure fair wages and safe working conditions.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
984,431,The government passed a law to increase access to educational opportunities in an effort to reduce inequality.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
1828,249,Lawmakers have been accused of carving district lines around the constituents that will give their party an advantage and secure political gains.,0 0 0 0 0 cause 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,cause
1568,82,",The government passed a law to increase funding for infrastructure projects, in an effort to improve economic growth.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
1072,41,The government has also announced plans to invest in social welfare programs to ensure that all citizens have access to basic services and support.,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
862,309,The government passed a law to increase access to education in an effort to reduce poverty.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
1417,386,The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.,0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable
598,45,"The government is introducing a new law to protect the rights of women, in an effort to ensure gender equality and access to justice.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
639,86,The government passed a law to increase access to educational opportunities in an effort to reduce inequality and promote social mobility.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
1750,171,"Florida Fish &amp; Wildlife officers have rescued 120 sea turtles after water temperatures in the 40s shocked their tropically inclined systems, according to CNN affiliate WPBF.""",0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,cause
687,134,The government passed a law to increase the availability of public transportation in an effort to reduce traffic congestion.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
1717,138,"But policymakers will ""remain patient"" before tapping the breaks on stimulative policies, to ensure jobs recover and return to what the central bank considers full employment, Quarles said in a speech to The Brookings Institution.",0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
2126,28,Integra-A Hotel amp Restaurant Co. said its planned rights offering  to raise about $9 million  was declared effective and the company  will begin mailing materials to shareholders at the end of this week.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
